"","video_id","labels"
"198","0007.mp4","awe"
"199","0007.mp4","Gross"
"200","0007.mp4","trudging"
"201","0007.mp4","progress"
"202","0007.mp4","spooky"
"203","0007.mp4","disgusted"
"204","0007.mp4","interested"
"205","0007.mp4","ichy"
"206","0007.mp4","interesting"
"207","0007.mp4","facinated"
"208","0007.mp4","Natural"
"209","0007.mp4","neat"
"210","0007.mp4","disgust"
"211","0007.mp4","odd"
"212","0007.mp4","unique"
"213","0007.mp4","delighted"
"214","0007.mp4","wonder"
"215","0007.mp4","interest"
"216","0007.mp4","odd"
"217","0007.mp4","joyful"
"218","0007.mp4","wonder"
"219","0007.mp4","wonder"
"220","0007.mp4","happy"
"221","0007.mp4","Creepy"
"222","0007.mp4","Wonderment"
"223","0007.mp4","astonished"
"224","0007.mp4","happy"
"225","0007.mp4","cool"
"226","0007.mp4","wonder"
"227","0007.mp4","interested"
"228","0007.mp4","curious"
"229","0007.mp4","interested"
"230","0008.mp4","confused"
"231","0008.mp4","Serene"
"232","0008.mp4","calm"
"233","0008.mp4","regular"
"234","0008.mp4","inspiring"
"235","0008.mp4","boredom"
"236","0008.mp4","facination"
"237","0008.mp4","unique"
"238","0008.mp4","peaceful"
"239","0008.mp4","neutral"
"240","0008.mp4","neutral"
"241","0008.mp4","symbol"
"242","0008.mp4","neutral"
"243","0008.mp4","relaxed"
"244","0008.mp4","calm"
"245","0008.mp4","relaxed"
"246","0008.mp4","interest"
"247","0008.mp4","bored"
"248","0008.mp4","Impressive"
"249","0008.mp4","cool"
"250","0008.mp4","awed"
"251","0008.mp4","confused"
"252","0008.mp4","futuristic"
"253","0008.mp4","serene"
"254","0008.mp4","confused"
"255","0008.mp4","Beauty"
"256","0008.mp4","interest"
"257","0008.mp4","awe"
"258","0008.mp4","sad"
"259","0008.mp4","beautiful"
"260","0009.mp4","Sad"
"261","0009.mp4","sad"
"262","0009.mp4","apathy"
"263","0009.mp4","consoling"
"264","0009.mp4","sad"
"265","0009.mp4","heartbroken"
"266","0009.mp4","pity"
"267","0009.mp4","sad"
"268","0009.mp4","sadness"
"269","0009.mp4","saddened"
"270","0009.mp4","sad"
"271","0009.mp4","awful"
"272","0009.mp4","Sad"
"273","0009.mp4","helper"
"274","0009.mp4","Sad"
"275","0009.mp4","sad"
"276","0009.mp4","ugh"
"277","0009.mp4","Sadness"
"278","0009.mp4","anger"
"279","0009.mp4","empathy"
"280","0009.mp4","sad"
"281","0009.mp4","concern"
"282","0009.mp4","sad"
"283","0009.mp4","sadness"
"284","0009.mp4","Helping"
"285","0009.mp4","pity"
"286","0009.mp4","sad"
"287","0009.mp4","sympathetic"
"288","0009.mp4","sad"
"289","0009.mp4","sad"
"290","0009.mp4","pity"
"291","0009.mp4","sad"
"292","0012.mp4","riot"
"293","0012.mp4","pride"
"294","0012.mp4","nationalism"
"295","0012.mp4","exciting"
"296","0012.mp4","patriotism"
"297","0012.mp4","uninterested"
"298","0012.mp4","Patriotic"
"299","0012.mp4","suffocated"
"300","0012.mp4","pride"
"301","0012.mp4","happy"
"302","0012.mp4","happy"
"303","0012.mp4","excited"
"304","0012.mp4","annoyed"
"305","0012.mp4","joy"
"306","0012.mp4","uncaring"
"307","0012.mp4","togetherness"
"308","0012.mp4","Proud"
"309","0012.mp4","celebration"
"310","0012.mp4","contempt"
"311","0012.mp4","energetic"
"312","0012.mp4","patriotism"
"313","0012.mp4","neutral"
"314","0012.mp4","patriotic"
"315","0012.mp4","happy"
"316","0012.mp4","proud"
"317","0012.mp4","Irritation"
"318","0013.mp4","adorable"
"319","0013.mp4","happy"
"320","0013.mp4","amused"
"321","0013.mp4","amused"
"322","0013.mp4","Moved"
"323","0013.mp4","rude"
"324","0013.mp4","meany"
"325","0013.mp4","playful"
"326","0013.mp4","happy"
"327","0013.mp4","cuteness"
"328","0013.mp4","warmth"
"329","0013.mp4","bullied"
"330","0013.mp4","playful"
"331","0013.mp4","bullied"
"332","0013.mp4","relieved"
"333","0013.mp4","laughing"
"334","0013.mp4","playful"
"335","0013.mp4","charge"
"336","0013.mp4","cuteness"
"337","0013.mp4","bully"
"338","0013.mp4","concerned"
"339","0013.mp4","amused"
"340","0013.mp4","adorable"
"341","0013.mp4","sad"
"342","0013.mp4","startled"
"343","0013.mp4","love"
"344","0013.mp4","Sadness"
"345","0013.mp4","ouch"
"346","0013.mp4","Sho"
"347","0013.mp4","cute"
"348","0013.mp4","mixed"
"349","0013.mp4","cute"
"350","0013.mp4","playfulness"
"351","0013.mp4","cute"
"352","0013.mp4","awww"
"353","0013.mp4","playful"
"354","0013.mp4","funny"
"355","0013.mp4","sympathy"
"356","0013.mp4","Interesting"
"357","0013.mp4","funny"
"358","0013.mp4","adorable"
"359","0013.mp4","amusement"
"360","0014.mp4","nice"
"361","0014.mp4","relief"
"362","0014.mp4","grateful"
"363","0014.mp4","grateful"
"364","0014.mp4","compassion"
"365","0014.mp4","neutral"
"366","0014.mp4","glad"
"367","0014.mp4","triggering"
"368","0014.mp4","compassion"
"369","0014.mp4","relief"
"370","0014.mp4","glad"
"371","0014.mp4","rescued"
"372","0014.mp4","glad"
"373","0014.mp4","sad"
"374","0014.mp4","relieved"
"375","0014.mp4","rescue"
"376","0014.mp4","sweet"
"377","0014.mp4","nice"
"378","0014.mp4","relieved"
"379","0014.mp4","cool"
"380","0014.mp4","gratitude"
"381","0014.mp4","Heartwarming"
"382","0014.mp4","relief"
"383","0014.mp4","uplifting"
"384","0014.mp4","relieved"
"385","0014.mp4","relief"
"386","0017.mp4","boredom"
"387","0017.mp4","joy"
"388","0017.mp4","excited"
"389","0017.mp4","tired"
"390","0017.mp4","overwhelmed"
"391","0017.mp4","touched"
"392","0017.mp4","Bored"
"393","0017.mp4","proud"
"394","0017.mp4","uncaring"
"395","0017.mp4","happy"
"396","0017.mp4","joyous"
"397","0017.mp4","meh"
"398","0017.mp4","gol"
"399","0017.mp4","happy"
"400","0017.mp4","happy"
"401","0017.mp4","stoked"
"402","0017.mp4","excitement"
"403","0017.mp4","interested"
"404","0017.mp4","apathy"
"405","0017.mp4","elation"
"406","0017.mp4","victory"
"407","0017.mp4","amusement"
"408","0017.mp4","emotional"
"409","0017.mp4","disbelief"
"410","0017.mp4","sympathetic"
"411","0017.mp4","wow"
"412","0017.mp4","ugh"
"413","0017.mp4","Cool"
"414","0017.mp4","happy"
"415","0017.mp4","disbelief"
"416","0017.mp4","happy"
"417","0017.mp4","confusion"
"418","0017.mp4","excited"
"419","0017.mp4","happy"
"420","0017.mp4","thankfulness"
"421","0017.mp4","pride"
"422","0017.mp4","interested"
"423","0017.mp4","unamused"
"424","0021.mp4","ouch"
"425","0021.mp4","hurt"
"426","0021.mp4","pain"
"427","0021.mp4","horrified"
"428","0021.mp4","shock"
"429","0021.mp4","disgusted"
"430","0021.mp4","broken"
"431","0021.mp4","sick"
"432","0021.mp4","disgusting"
"433","0021.mp4","repulsed"
"434","0021.mp4","disgust"
"435","0021.mp4","terrified"
"436","0021.mp4","frightened"
"437","0021.mp4","bothered"
"438","0021.mp4","pain"
"439","0021.mp4","horror"
"440","0021.mp4","pain"
"441","0021.mp4","disgusted"
"442","0021.mp4","do"
"443","0021.mp4","not"
"444","0021.mp4","try"
"445","0021.mp4","shocked"
"446","0021.mp4","pain"
"447","0021.mp4","disgusted"
"448","0021.mp4","disturbed"
"449","0021.mp4","fear"
"450","0021.mp4","horrified"
"451","0021.mp4","agony"
"452","0021.mp4","shock"
"453","0021.mp4","shocked"
"454","0022.mp4","painful"
"455","0022.mp4","humor"
"456","0022.mp4","surprize"
"457","0022.mp4","Surprise"
"458","0022.mp4","hurt"
"459","0022.mp4","indifference"
"460","0022.mp4","aggression"
"461","0022.mp4","impressed"
"462","0022.mp4","tough"
"463","0022.mp4","normal"
"464","0022.mp4","interested"
"465","0022.mp4","pain"
"466","0022.mp4","impressed"
"467","0022.mp4","amazed"
"468","0022.mp4","excited"
"469","0022.mp4","bored"
"470","0022.mp4","excited"
"471","0022.mp4","disgusted"
"472","0022.mp4","excitement"
"473","0022.mp4","surprise"
"474","0022.mp4","impressed"
"475","0022.mp4","courage"
"476","0022.mp4","roll"
"477","0022.mp4","bored"
"478","0022.mp4","iron"
"479","0022.mp4","triumph"
"480","0022.mp4","indifference"
"481","0022.mp4","awe"
"482","0022.mp4","ouch"
"483","0022.mp4","pain"
"484","0022.mp4","Clever"
"485","0022.mp4","legend"
"486","0022.mp4","pain"
"487","0022.mp4","luck"
"488","0022.mp4","surprise"
"489","0024.mp4","guilty"
"490","0024.mp4","scary"
"491","0024.mp4","glad"
"492","0024.mp4","disappointment"
"493","0024.mp4","relief"
"494","0024.mp4","glad"
"495","0024.mp4","intentions"
"496","0024.mp4","sad"
"497","0024.mp4","worried"
"498","0024.mp4","Sad"
"499","0024.mp4","helping"
"500","0024.mp4","shocked"
"501","0024.mp4","happy"
"502","0024.mp4","shocked"
"503","0024.mp4","scared"
"504","0024.mp4","Glad"
"505","0024.mp4","sad"
"506","0024.mp4","sympathetic"
"507","0024.mp4","sympathetic"
"508","0024.mp4","awe"
"509","0024.mp4","Painful"
"510","0024.mp4","terrible"
"511","0024.mp4","fear"
"512","0024.mp4","sadness"
"513","0024.mp4","concern"
"514","0024.mp4","ouch"
"515","0024.mp4","compassion"
"516","0024.mp4","satisfaction"
"517","0024.mp4","frightening"
"518","0024.mp4","release"
"519","0024.mp4","relieved"
"520","0024.mp4","relief"
"521","0024.mp4","shocked"
"522","0024.mp4","sad"
"523","0024.mp4","saved"
"524","0025.mp4","uneasy"
"525","0025.mp4","antiipation"
"526","0025.mp4","why"
"527","0025.mp4","scared"
"528","0025.mp4","horrified"
"529","0025.mp4","worried"
"530","0025.mp4","worried"
"531","0025.mp4","risky"
"532","0025.mp4","fear"
"533","0025.mp4","bored"
"534","0025.mp4","Disproving"
"535","0025.mp4","anxious"
"536","0025.mp4","worried"
"537","0025.mp4","Scary"
"538","0025.mp4","stupidity"
"539","0025.mp4","crazy"
"540","0025.mp4","nne"
"541","0025.mp4","concerned"
"542","0025.mp4","horrified"
"543","0025.mp4","dont"
"544","0025.mp4","unsafe"
"545","0025.mp4","scared"
"546","0025.mp4","Unsafe"
"547","0025.mp4","scared"
"548","0025.mp4","worried"
"549","0025.mp4","nervous"
"550","0025.mp4","anticipation"
"551","0025.mp4","daring"
"552","0025.mp4","unimpressed"
"553","0025.mp4","anxiety"
"554","0025.mp4","risky"
"555","0025.mp4","bored"
"556","0025.mp4","tense"
"557","0026.mp4","peaceful"
"558","0026.mp4","wonder"
"559","0026.mp4","awe"
"560","0026.mp4","Amazed"
"561","0026.mp4","Tranquil"
"562","0026.mp4","Boring"
"563","0026.mp4","nothing"
"564","0026.mp4","serene"
"565","0026.mp4","interested"
"566","0026.mp4","awe"
"567","0026.mp4","calm"
"568","0026.mp4","peaceful"
"569","0026.mp4","Serenity"
"570","0026.mp4","Tranquile"
"571","0026.mp4","lulled"
"572","0026.mp4","calm"
"573","0026.mp4","isolated"
"574","0026.mp4","relaxed"
"575","0026.mp4","awe"
"576","0026.mp4","peaceful"
"577","0026.mp4","peaceful"
"578","0026.mp4","relaxed"
"579","0026.mp4","intrigued"
"580","0026.mp4","calm"
"581","0026.mp4","calm"
"582","0026.mp4","calm"
"583","0026.mp4","calm"
"584","0026.mp4","Curious"
"585","0026.mp4","wonder"
"586","0026.mp4","mystified"
"587","0027.mp4","pity"
"588","0027.mp4","sympathy"
"589","0027.mp4","sympathy"
"590","0027.mp4","surprise"
"591","0027.mp4","anguish"
"592","0027.mp4","Reckless"
"593","0027.mp4","Sympathy"
"594","0027.mp4","empathetic"
"595","0027.mp4","Sadness"
"596","0027.mp4","sympathetic"
"597","0027.mp4","mild"
"598","0027.mp4","surprise"
"599","0027.mp4","unbelievable"
"600","0027.mp4","despair"
"601","0027.mp4","dismay"
"602","0027.mp4","surprised"
"603","0027.mp4","embarrassment"
"604","0027.mp4","pity"
"605","0027.mp4","disappointed"
"606","0027.mp4","embarassing"
"607","0027.mp4","stupid"
"608","0027.mp4","pitifulness"
"609","0027.mp4","funny"
"610","0027.mp4","surprise"
"611","0027.mp4","devastating"
"612","0027.mp4","anxious"
"613","0027.mp4","fun"
"614","0027.mp4","sympathy"
"615","0027.mp4","frustration"
"616","0027.mp4","forces"
"617","0027.mp4","Surprised"
"618","0027.mp4","cringe"
"619","0027.mp4","sympathic"
"620","0027.mp4","sympathetic"
"621","0031.mp4","fear"
"622","0031.mp4","scary"
"623","0031.mp4","shock"
"624","0031.mp4","surprise"
"625","0031.mp4","Surprise"
"626","0031.mp4","mess"
"627","0031.mp4","surprise"
"628","0031.mp4","horrific"
"629","0031.mp4","surprised"
"630","0031.mp4","dangerous"
"631","0031.mp4","concerned"
"632","0031.mp4","relief"
"633","0031.mp4","Surprising"
"634","0031.mp4","surprised"
"635","0031.mp4","surprise"
"636","0031.mp4","awe"
"637","0031.mp4","scared"
"638","0031.mp4","scared"
"639","0031.mp4","snowprise"
"640","0031.mp4","flooding"
"641","0031.mp4","incredible"
"642","0031.mp4","annoyed"
"643","0031.mp4","scary"
"644","0031.mp4","Agravation"
"645","0031.mp4","shocked"
"646","0031.mp4","amazed"
"647","0031.mp4","surprised"
"648","0031.mp4","scary"
"649","0031.mp4","relief"
"650","0031.mp4","bizaare"
"651","0031.mp4","scared"
"652","0031.mp4","scared"
"653","0031.mp4","disbelief"
"654","0031.mp4","scary"
"655","0031.mp4","carelessness"
"656","0031.mp4","afraid"
"657","0031.mp4","curious"
"658","0031.mp4","surprised"
"659","0031.mp4","not"
"660","0031.mp4","disgusted"
"661","0031.mp4","surprised"
"662","0031.mp4","annoyed"
"663","0031.mp4","terrifying"
"664","0031.mp4","trepidation"
"665","0031.mp4","surprise"
"666","0031.mp4","surprise"
"667","0035.mp4","neutral"
"668","0035.mp4","Companionship"
"669","0035.mp4","cute"
"670","0035.mp4","Protective"
"671","0035.mp4","nice"
"672","0035.mp4","calm"
"673","0035.mp4","enjoy"
"674","0035.mp4","happy"
"675","0035.mp4","sad"
"676","0035.mp4","cute"
"677","0035.mp4","calm"
"678","0035.mp4","love"
"679","0035.mp4","beautiful"
"680","0035.mp4","admirable"
"681","0035.mp4","calm"
"682","0035.mp4","loving"
"683","0035.mp4","happy"
"684","0035.mp4","Loving"
"685","0035.mp4","peaceful"
"686","0035.mp4","affection"
"687","0035.mp4","elephants"
"688","0035.mp4","heartwarming"
"689","0035.mp4","fearless"
"690","0035.mp4","shocked"
"691","0035.mp4","nothing"
"692","0035.mp4","brave"
"693","0035.mp4","amazing"
"694","0035.mp4","amused"
"695","0035.mp4","rejection"
"696","0035.mp4","cute"
"697","0035.mp4","cute"
"698","0035.mp4","caring"
"699","0035.mp4","Happiness"
"700","0035.mp4","loving"
"701","0035.mp4","happiness"
"702","0035.mp4","amusement"
"703","0035.mp4","loved"
"704","0035.mp4","indifferent"
"705","0035.mp4","bored"
"706","0039.mp4","Interested"
"707","0039.mp4","victory"
"708","0039.mp4","boring"
"709","0039.mp4","Fascination"
"710","0039.mp4","Advanced"
"711","0039.mp4","focused"
"712","0039.mp4","intrest"
"713","0039.mp4","interested"
"714","0039.mp4","scifi"
"715","0039.mp4","interested"
"716","0039.mp4","interested"
"717","0039.mp4","confusing"
"718","0039.mp4","Pride"
"719","0039.mp4","science"
"720","0039.mp4","amazed"
"721","0039.mp4","historic"
"722","0039.mp4","amazed"
"723","0039.mp4","unmoving"
"724","0039.mp4","bored"
"725","0039.mp4","proud"
"726","0039.mp4","surprise"
"727","0039.mp4","thrilled"
"728","0039.mp4","fake"
"729","0039.mp4","moon"
"730","0039.mp4","meh"
"731","0039.mp4","intrigued"
"732","0039.mp4","interested"
"733","0039.mp4","awe"
"734","0039.mp4","blast"
"735","0039.mp4","off"
"736","0039.mp4","wonder"
"737","0039.mp4","exciting"
"738","0039.mp4","cool"
"739","0039.mp4","curious"
"740","0039.mp4","enthusiasm"
"741","0039.mp4","pride"
"742","0039.mp4","awestruck"
"743","0039.mp4","interested"
"744","0039.mp4","indifferent"
"745","0039.mp4","amazed"
"746","0039.mp4","interesting"
"747","0039.mp4","pride"
"748","0039.mp4","bewildered"
"749","0039.mp4","Indifference"
"750","0040.mp4","impressed"
"751","0040.mp4","love"
"752","0040.mp4","happy"
"753","0040.mp4","cool"
"754","0040.mp4","determined"
"755","0040.mp4","interested"
"756","0040.mp4","adorable"
"757","0040.mp4","Anxiety"
"758","0040.mp4","good"
"759","0040.mp4","talented"
"760","0040.mp4","interested"
"761","0040.mp4","doge"
"762","0040.mp4","amazement"
"763","0040.mp4","funny"
"764","0040.mp4","enjoyable"
"765","0040.mp4","impressed"
"766","0040.mp4","determination"
"767","0040.mp4","perseverance"
"768","0040.mp4","fearful"
"769","0040.mp4","neat"
"770","0040.mp4","Amazed"
"771","0040.mp4","Calming"
"772","0040.mp4","amazed"
"773","0040.mp4","happy"
"774","0040.mp4","amazement"
"775","0040.mp4","worried"
"776","0040.mp4","charmed"
"777","0040.mp4","fascination"
"778","0040.mp4","wonderful"
"779","0040.mp4","nervous"
"780","0040.mp4","smart"
"781","0040.mp4","dog"
"782","0040.mp4","commands"
"783","0040.mp4","trnacity"
"784","0040.mp4","fun"
"785","0040.mp4","interested"
"786","0040.mp4","happiness"
"787","0040.mp4","amazement"
"788","0040.mp4","Salvation"
"789","0040.mp4","Surprise"
"790","0040.mp4","impressed"
"791","0040.mp4","Happy"
"792","0041.mp4","skills"
"793","0041.mp4","awe"
"794","0041.mp4","wow"
"795","0041.mp4","amazement"
"796","0041.mp4","good"
"797","0041.mp4","amazed"
"798","0041.mp4","indifferent"
"799","0041.mp4","stunned"
"800","0041.mp4","anoyed"
"801","0041.mp4","neutral"
"802","0041.mp4","jealous"
"803","0041.mp4","admiration"
"804","0041.mp4","amazing"
"805","0041.mp4","tense"
"806","0041.mp4","amazement"
"807","0041.mp4","amazed"
"808","0041.mp4","awe"
"809","0041.mp4","nice"
"810","0041.mp4","awe"
"811","0041.mp4","awed"
"812","0041.mp4","super"
"813","0041.mp4","jump"
"814","0041.mp4","awesome"
"815","0041.mp4","neutral"
"816","0041.mp4","boredom"
"817","0041.mp4","crazy"
"818","0041.mp4","amazed"
"819","0041.mp4","Amazement"
"820","0041.mp4","victory"
"821","0041.mp4","inspired"
"822","0041.mp4","wow"
"823","0041.mp4","entertained"
"824","0041.mp4","exciting"
"825","0041.mp4","surprise"
"826","0041.mp4","amazement"
"827","0045.mp4","anger"
"828","0045.mp4","unnecessary"
"829","0045.mp4","worried"
"830","0045.mp4","scary"
"831","0045.mp4","relief"
"832","0045.mp4","disgusted"
"833","0045.mp4","fear"
"834","0045.mp4","stupid"
"835","0045.mp4","tense"
"836","0045.mp4","recklessness"
"837","0045.mp4","irritated"
"838","0045.mp4","shocked"
"839","0045.mp4","worried"
"840","0045.mp4","anxious"
"841","0045.mp4","stressed"
"842","0045.mp4","close"
"843","0045.mp4","fear"
"844","0045.mp4","nervous"
"845","0045.mp4","Upset"
"846","0045.mp4","fear"
"847","0045.mp4","scared"
"848","0045.mp4","ooh"
"849","0045.mp4","Whoot"
"850","0045.mp4","scary"
"851","0045.mp4","daring"
"852","0045.mp4","fear"
"853","0045.mp4","luck"
"854","0045.mp4","pushy"
"855","0045.mp4","Frustration"
"856","0045.mp4","annoyed"
"857","0045.mp4","anger"
"858","0045.mp4","fun"
"859","0045.mp4","scared"
"860","0045.mp4","incredulity"
"861","0045.mp4","apprehension"
"862","0045.mp4","enraged"
"863","0045.mp4","normal"
"864","0045.mp4","relieved"
"865","0045.mp4","scared"
"866","0045.mp4","rue"
"867","0047.mp4","surprise"
"868","0047.mp4","concern"
"869","0047.mp4","concern"
"870","0047.mp4","interested"
"871","0047.mp4","funny"
"872","0047.mp4","mirth"
"873","0047.mp4","ambivalent"
"874","0047.mp4","disturbing"
"875","0047.mp4","perturbed"
"876","0047.mp4","Funny"
"877","0047.mp4","babykiller"
"878","0047.mp4","funny"
"879","0047.mp4","discomfort"
"880","0047.mp4","anger"
"881","0047.mp4","Nonideal"
"882","0047.mp4","disturbing"
"883","0047.mp4","grotesque"
"884","0047.mp4","disturbing"
"885","0047.mp4","sad"
"886","0047.mp4","future"
"887","0047.mp4","actor"
"888","0047.mp4","shock"
"889","0047.mp4","neglectful"
"890","0047.mp4","funny"
"891","0047.mp4","and"
"892","0047.mp4","disturbing"
"893","0047.mp4","horrified"
"894","0047.mp4","disturbed"
"895","0047.mp4","incensed"
"896","0047.mp4","disgusted"
"897","0047.mp4","innocence"
"898","0047.mp4","shock"
"899","0047.mp4","sadness"
"900","0047.mp4","cute"
"901","0047.mp4","sad"
"902","0047.mp4","cute"
"903","0049.mp4","bored"
"904","0049.mp4","sappy"
"905","0049.mp4","huh"
"906","0049.mp4","excited"
"907","0049.mp4","happy"
"908","0049.mp4","nostalgia"
"909","0049.mp4","nostalgia"
"910","0049.mp4","awful"
"911","0049.mp4","nostalgic"
"912","0049.mp4","good"
"913","0049.mp4","amused"
"914","0049.mp4","ok"
"915","0049.mp4","nostalgic"
"916","0049.mp4","nostalgia"
"917","0049.mp4","confused"
"918","0049.mp4","brave"
"919","0049.mp4","love"
"920","0049.mp4","nostalgic"
"921","0049.mp4","confused"
"922","0049.mp4","bland"
"923","0049.mp4","nostalgia"
"924","0049.mp4","embarrassed"
"925","0049.mp4","Classic"
"926","0049.mp4","bland"
"927","0049.mp4","unfamiliar"
"928","0049.mp4","childish"
"929","0049.mp4","confused"
"930","0050.mp4","hilarity"
"931","0050.mp4","funny"
"932","0050.mp4","Disappointed"
"933","0050.mp4","funny"
"934","0050.mp4","sad"
"935","0050.mp4","sad"
"936","0050.mp4","humorous"
"937","0050.mp4","what"
"938","0050.mp4","happened"
"939","0050.mp4","cute"
"940","0050.mp4","funny"
"941","0050.mp4","anxiety"
"942","0050.mp4","hopeful"
"943","0050.mp4","Disappointed"
"944","0050.mp4","laughter"
"945","0050.mp4","amusement"
"946","0050.mp4","oops"
